Overall,Age,Potential,Crossing,Finishing,HeadingAccuracy,ShortPassing,Dribbling,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Reactions,ShotPower,Stamina,Strength,LongShots,Aggression,Penalties,StandingTackle
65,26,66,52,70,54,57,74,41,53,72,71,73,63,62,80,33,59,26,67,24
60,19,71,42,50,49,67,66,52,60,67,77,63,54,60,50,43,54,55,57,40
69,29,69,48,71,68,55,68,30,53,66,81,79,71,68,65,64,46,44,65,30
62,20,74,58,38,58,64,58,38,60,61,63,68,64,57,73,63,47,58,44,61
64,32,64,64,59,35,60,62,63,57,63,73,72,59,52,73,59,54,40,59,35
67,21,76,48,66,54,63,72,32,39,68,88,91,63,70,68,50,61,33,57,18
68,29,68,50,70,74,53,63,52,41,68,66,69,68,72,73,73,56,56,66,21
60,19,70,43,52,44,64,59,38,62,60,72,74,56,53,63,58,53,53,45,59
66,20,76,58,61,54,59,65,61,53,63,87,85,66,63,64,62,61,38,58,21
62,24,67,53,47,45,67,66,46,66,67,71,69,64,71,57,57,56,47,54,47
73,35,73,56,32,73,70,40,44,69,62,29,36,66,45,43,86,32,85,46,72
67,18,81,64,66,70,62,70,57,45,69,86,79,51,65,55,62,60,29,62,16
68,21,79,58,65,49,64,75,44,48,69,82,87,63,66,62,56,57,30,51,31
67,28,67,66,21,71,63,43,55,59,63,61,56,62,35,71,72,27,75,58,69
61,26,61,53,53,66,65,63,37,53,64,51,62,59,65,69,77,51,66,53,46
63,19,77,61,45,42,68,65,48,62,70,72,65,58,52,60,36,53,58,44,57
65,22,70,68,42,59,63,64,37,52,62,72,70,52,50,64,60,41,57,42,68
69,29,69,73,58,30,60,72,39,56,65,83,84,66,72,59,39,59,37,48,32
61,19,80,38,33,55,68,60,42,65,59,71,68,55,58,70,67,45,65,43,58
64,32,64,52,66,59,56,64,55,35,64,58,60,69,65,75,62,59,48,70,21
62,18,77,49,58,68,65,67,42,53,72,72,70,47,71,73,68,58,40,43,34
65,22,74,60,42,53,57,62,37,53,59,73,71,59,43,71,63,40,49,41,62
68,32,68,52,49,68,69,49,30,68,62,44,40,62,58,68,70,43,70,33,67
57,29,57,49,59,43,64,62,53,62,60,69,69,55,57,40,46,58,58,50,46
61,19,78,51,49,45,67,63,49,61,61,69,65,55,63,49,47,55,43,57,49
72,21,79,62,38,65,64,61,22,57,64,65,64,75,48,62,69,40,68,44,75
65,25,67,57,65,69,62,63,29,43,62,80,83,51,71,70,70,57,50,56,54
78,22,84,46,26,77,75,51,25,74,52,51,66,72,66,65,92,25,75,30,86
58,17,71,44,52,56,61,57,41,62,59,67,70,55,58,62,70,51,62,47,59
59,18,75,61,60,56,60,58,62,56,59,56,52,61,61,67,33,61,61,62,24
66,22,74,48,50,66,61,55,27,59,59,62,66,59,53,78,87,40,71,34,66
62,19,79,55,49,42,63,65,46,64,66,65,61,57,54,68,56,52,52,52,53
74,29,74,29,81,82,57,60,36,39,60,53,63,79,75,63,90,66,79,77,28
63,17,74,48,64,64,63,72,38,64,61,70,58,62,56,65,71,34,64,62,24
73,27,74,30,28,74,65,54,26,59,60,62,54,70,55,64,78,35,75,54,75
60,26,63,55,65,53,64,64,51,60,59,70,72,51,69,65,58,58,42,55,48
64,29,64,62,63,48,60,62,37,54,64,76,77,66,72,85,75,56,48,54,23
61,25,64,49,49,39,58,56,36,48,49,80,79,56,56,70,60,49,54,39,61
59,18,73,56,43,46,58,68,51,53,66,73,68,43,48,48,23,53,61,48,58
60,30,60,59,62,56,55,58,61,56,54,73,80,61,61,55,64,55,64,44,28
63,20,78,57,61,43,57,65,53,52,62,84,85,48,59,58,53,59,31,58,39
67,31,67,58,33,63,62,62,71,55,58,61,51,65,51,70,46,29,74,39,73
71,25,74,46,72,73,64,72,26,44,69,59,65,71,74,75,79,56,72,70,31
63,21,72,66,35,53,64,55,45,56,65,72,70,52,55,55,57,37,65,44,62
62,23,65,55,57,45,62,65,45,55,65,67,67,55,58,65,65,54,50,40,47
62,20,74,50,39,58,66,62,44,60,65,61,62,62,56,56,50,42,71,57,62
65,27,65,56,64,64,58,65,49,48,66,70,76,62,67,58,69,55,39,58,28
58,22,66,56,52,50,57,57,45,53,56,77,75,55,53,72,60,52,60,52,48
58,20,70,42,49,51,65,57,45,62,64,71,67,49,53,66,64,47,56,46,52
63,21,73,64,58,48,66,67,52,61,65,66,68,57,60,56,53,58,45,50,44
66,30,66,59,72,57,63,65,40,53,61,73,77,67,65,76,69,64,35,58,13
63,25,67,52,58,39,63,70,42,53,65,76,77,57,60,80,42,54,46,40,35
73,32,73,40,48,77,60,49,32,63,59,46,51,67,56,64,83,40,75,37,76
64,32,64,59,60,61,58,60,32,45,62,83,91,61,66,76,81,55,50,38,29
61,17,80,58,60,47,66,64,59,57,65,65,67,53,63,58,61,61,55,60,34
62,20,77,57,53,40,61,70,51,55,71,77,71,54,67,60,48,50,43,56,49
66,19,82,46,68,55,67,69,43,57,70,73,72,63,68,63,71,62,54,63,23
67,23,75,41,43,70,58,42,46,45,49,54,59,68,47,70,76,47,69,41,66
64,33,64,57,68,68,56,60,67,58,64,45,47,60,68,51,73,63,60,72,20
69,22,79,45,72,72,49,62,36,48,68,66,72,64,71,64,82,57,59,62,23
70,27,73,56,29,67,61,53,27,59,60,67,71,67,39,66,80,36,77,40,70
64,22,73,61,60,51,54,68,44,39,65,76,74,50,70,72,54,65,61,50,23
66,27,69,64,34,53,61,62,38,47,64,60,68,65,49,76,82,45,74,38,66
66,25,70,49,41,68,62,54,29,56,62,54,62,61,58,82,83,39,74,39,68
70,36,70,36,30,63,60,52,67,61,56,39,52,65,67,34,80,62,79,43,69
68,24,71,62,65,34,63,71,35,57,68,82,85,64,75,58,53,51,38,51,27
63,20,73,49,53,58,72,62,58,72,67,52,59,55,66,49,42,64,39,49,55
68,31,68,67,71,39,68,68,34,65,70,76,79,69,60,68,66,54,29,60,32
61,24,68,51,33,55,69,60,41,64,61,74,75,59,63,43,34,60,62,46,67
68,21,78,60,44,71,63,59,27,56,68,65,65,56,49,60,55,48,63,36,76
63,32,63,65,59,56,61,64,66,51,66,65,63,54,64,78,61,65,54,66,19
68,29,68,62,36,62,63,61,62,61,59,55,58,52,51,65,88,25,91,51,63
65,31,65,48,30,57,66,58,50,63,62,64,55,65,46,82,31,45,58,65,60
61,17,79,58,38,48,64,68,60,59,64,74,70,54,53,70,47,44,44,52,45
68,30,68,42,70,63,56,62,45,42,67,53,63,69,73,57,80,59,66,67,28
65,18,80,64,37,48,62,63,30,56,65,77,75,56,48,75,64,33,63,31,61
65,23,73,63,35,50,63,68,40,58,66,78,76,58,30,70,67,60,59,49,63
66,23,73,41,38,62,65,52,40,64,65,66,65,58,51,75,77,42,72,41,66
67,22,77,41,67,42,66,64,40,63,70,54,58,69,47,59,65,66,63,34,69
61,26,62,39,61,60,54,47,42,50,57,71,70,60,70,58,73,48,70,69,41
63,20,72,57,46,59,59,56,31,52,60,72,69,53,52,73,56,38,57,34,58
67,19,85,53,69,55,67,78,32,49,69,82,85,70,64,59,43,62,62,61,29
69,28,70,40,44,69,69,56,33,65,67,51,55,61,48,75,78,40,65,38,71
63,29,63,55,66,50,58,62,46,45,67,74,77,57,65,62,63,61,60,68,34
66,25,69,59,69,54,64,72,41,52,68,70,72,70,63,55,53,54,44,48,27
65,26,67,60,45,59,55,61,35,51,60,73,74,58,45,71,71,50,58,39,62
62,21,75,49,53,51,67,64,52,64,69,59,63,60,53,55,47,39,61,55,62
59,28,59,60,51,56,58,60,35,57,61,64,62,55,55,33,68,55,61,63,55
62,25,63,55,55,44,55,61,36,48,58,91,88,51,56,67,44,46,35,52,57
71,27,72,34,35,80,68,48,55,71,55,35,35,68,74,70,79,55,68,36,73
62,25,63,60,57,45,61,60,35,58,61,72,68,54,53,81,59,58,40,49,48
65,22,75,54,69,58,60,72,34,52,68,73,73,62,63,49,74,59,48,63,19
56,21,63,55,57,42,56,57,56,54,58,60,53,52,63,70,54,58,62,47,56
64,21,74,42,41,62,69,65,53,64,68,56,55,58,63,64,73,45,65,46,64
65,22,74,61,67,57,64,71,52,60,68,60,77,60,66,58,58,59,36,54,22
59,19,75,39,32,46,61,65,35,59,62,79,74,59,58,61,42,59,61,39,50
62,30,62,55,64,51,53,60,47,46,63,77,81,63,60,77,70,58,53,58,31
67,29,67,45,67,68,58,64,28,41,65,79,83,62,69,66,78,56,62,66,15
62,29,62,45,60,58,57,61,67,54,60,84,84,62,60,60,72,59,41,61,23
73,31,73,50,76,81,60,74,75,48,74,41,40,68,90,30,93,73,47,82,30
66,28,66,54,66,61,64,68,54,48,67,69,67,65,68,67,62,65,36,59,11
63,22,73,54,35,70,62,56,42,55,60,71,58,58,48,79,70,34,60,44,64
66,27,66,37,70,65,57,66,29,45,69,73,77,58,64,54,59,59,63,68,33
69,25,76,53,23,70,62,44,35,45,60,61,60,66,55,62,73,35,72,48,70
61,21,66,58,54,53,56,58,34,49,59,74,75,53,59,67,71,51,57,53,57
67,20,81,62,62,45,62,73,59,51,69,78,79,59,61,63,51,62,54,65,28
65,25,69,35,47,66,66,31,27,65,55,68,71,64,59,76,76,24,68,38,66
76,35,76,52,42,77,66,40,50,65,50,49,54,75,58,52,78,22,91,46,75
68,31,68,59,36,66,58,48,40,64,54,68,62,63,52,64,76,49,64,40,72
64,25,67,42,65,64,59,63,50,53,60,71,70,59,65,71,73,56,52,58,16
66,25,69,48,63,62,63,70,36,55,72,78,74,64,65,67,49,58,32,55,20
67,22,77,64,35,55,56,67,39,55,65,73,72,65,36,69,53,32,59,43,66
62,20,79,55,63,55,62,64,55,57,64,66,69,58,62,60,64,60,50,50,40
63,21,73,63,57,39,65,66,66,62,63,73,78,59,53,61,47,55,44,45,31
68,30,68,65,60,68,64,71,49,55,70,75,75,65,70,56,55,64,56,69,19
70,23,79,39,38,65,62,45,35,57,59,70,69,66,48,68,75,39,64,42,72
66,31,66,47,66,77,68,68,39,52,70,32,32,64,68,63,91,62,73,72,44
65,27,67,43,42,61,62,60,21,62,61,70,78,51,56,53,70,47,64,30,64
64,35,64,69,61,42,66,66,65,65,65,52,53,64,61,33,55,64,53,52,44
66,25,70,41,68,68,55,62,40,42,64,75,70,67,67,66,70,60,55,64,33
61,17,80,53,43,52,55,60,48,48,61,69,66,54,48,60,64,40,58,43,63
68,25,72,56,38,70,60,52,33,62,60,53,60,56,58,69,76,32,66,42,68
60,20,73,55,54,43,55,62,42,41,57,83,86,57,64,61,71,44,67,55,51
66,19,80,60,58,35,70,71,52,64,68,71,64,51,54,44,32,64,52,55,34
65,21,73,59,64,39,55,65,40,46,64,89,88,57,63,65,56,49,46,49,25
63,26,65,28,39,60,59,52,38,52,54,62,62,61,65,82,78,43,78,40,65
72,28,73,35,26,72,70,48,24,61,64,50,55,69,58,61,75,34,80,46,72
65,20,71,40,41,46,66,63,33,61,67,60,63,64,54,70,66,41,66,42,65
62,24,66,61,54,47,60,63,55,55,62,70,68,56,59,64,51,56,46,52,53
64,24,67,63,54,46,63,67,48,53,63,84,80,56,64,46,55,53,48,53,39
65,23,69,55,40,60,62,52,42,51,63,75,69,62,46,86,74,44,55,40,61
63,25,63,56,39,58,60,62,34,54,59,77,74,57,44,73,65,34,57,38,60
65,27,67,38,38,62,64,53,32,60,56,61,49,62,51,72,75,52,71,35,65
65,27,65,54,65,55,62,66,30,54,65,76,76,60,70,70,68,64,68,61,15
66,24,71,53,47,39,76,68,61,71,73,65,61,62,56,57,40,45,31,50,45
65,24,70,52,32,45,65,69,32,64,62,67,68,63,56,69,61,50,53,40,67
63,43,63,77,60,28,70,60,90,72,67,32,31,53,72,32,64,70,30,81,38
69,22,76,58,66,43,66,72,32,51,70,86,80,66,64,66,57,65,33,52,38
66,22,74,44,68,68,58,64,43,47,66,77,75,59,69,57,65,63,47,70,24
64,23,71,64,28,45,62,64,39,53,59,84,85,51,38,74,64,34,52,44,63
67,31,67,39,65,81,57,62,60,50,67,50,58,60,72,50,88,63,74,65,39
63,24,68,55,64,62,56,63,44,47,61,75,80,58,62,59,56,60,72,70,30
67,25,71,36,43,75,59,52,29,50,63,68,62,58,54,68,70,33,72,31,70
63,21,75,59,57,41,62,68,55,59,65,80,71,58,63,54,36,61,54,51,35
60,20,75,49,44,44,59,55,45,57,57,69,74,57,62,63,68,45,73,39,60
68,18,85,54,67,48,59,74,60,51,72,83,79,64,60,57,35,59,40,55,25
69,24,76,39,39,65,68,54,33,63,61,54,60,69,45,71,72,26,68,38,71
64,19,77,51,68,59,65,60,55,62,65,64,61,63,63,60,34,63,43,58,44
71,30,71,33,43,73,58,61,32,50,64,55,59,65,47,66,78,32,81,37,71
73,30,73,41,32,74,67,52,32,64,63,51,47,72,48,60,77,26,76,42,73
70,26,75,35,38,66,53,39,38,46,54,69,80,64,51,72,87,50,82,45,69
63,24,68,52,60,40,61,66,62,57,64,75,77,61,64,68,46,65,27,61,24
65,31,65,51,66,70,68,59,51,51,68,34,32,68,70,71,88,62,72,68,34
63,29,63,53,48,62,63,58,33,63,61,60,54,53,53,56,62,52,63,48,64
63,20,75,58,64,43,65,68,50,54,66,73,70,53,66,52,55,44,32,67,46
64,28,64,61,62,50,60,63,58,50,62,81,80,59,67,82,46,62,54,62,17
64,21,71,65,44,39,63,60,31,55,66,76,77,55,44,79,55,38,62,32,57
68,21,78,57,70,63,64,72,40,54,67,79,81,65,66,55,59,59,47,64,23
73,24,79,46,23,82,63,56,28,54,61,69,56,63,67,71,82,41,70,34,75
67,23,72,48,62,63,61,69,41,57,66,70,88,65,74,71,66,67,44,63,12
63,18,82,61,45,36,62,75,70,58,74,69,74,49,64,60,67,67,48,72,28
64,24,69,60,34,53,57,59,44,50,60,81,79,57,36,68,69,34,58,33,60
64,31,64,53,58,56,54,71,58,44,68,75,79,67,64,71,58,62,50,63,24
71,33,71,38,74,70,60,66,44,34,70,72,67,66,72,64,70,51,36,75,14
61,21,71,55,38,57,61,57,44,58,60,68,65,63,54,76,64,42,62,38,58
69,25,72,46,39,75,60,51,40,74,56,46,51,65,68,67,92,55,73,61,67
64,24,67,60,57,33,60,64,42,53,63,85,86,57,56,61,65,57,61,50,33
68,26,71,38,50,72,64,46,46,62,59,46,44,59,60,66,81,42,70,36,69
70,29,70,62,69,70,68,66,39,50,68,60,79,69,74,65,88,67,68,69,24
73,20,84,35,24,68,67,61,32,55,66,65,76,73,49,67,77,26,67,38,75
76,22,84,40,30,74,72,47,32,56,64,62,71,68,60,65,87,28,78,40,78
67,24,72,64,60,38,63,66,52,57,65,91,91,62,63,64,51,61,44,58,29
70,29,70,40,41,70,64,62,42,60,64,53,47,63,49,76,80,43,70,31,72
66,30,66,41,66,68,61,64,34,59,65,62,69,59,68,62,78,64,65,65,22
65,28,65,63,56,46,59,64,43,55,62,85,83,59,52,66,46,59,51,49,40
68,22,76,57,63,52,58,82,48,47,80,83,78,57,65,55,60,62,37,45,22
63,26,64,37,45,61,58,54,40,59,56,69,73,55,62,71,78,51,69,46,61
63,23,69,57,43,40,66,63,40,63,64,82,80,56,58,72,59,44,43,52,44
63,20,80,56,63,51,60,62,63,59,63,72,74,56,54,67,67,53,28,60,41
66,30,66,42,65,65,58,62,37,49,58,63,74,71,69,60,74,58,45,62,23
65,24,70,53,67,38,62,71,43,47,66,86,82,60,59,66,53,51,40,54,26
75,23,79,37,27,74,69,48,35,58,61,60,74,75,50,76,77,23,66,52,80
66,21,75,45,67,62,64,67,44,41,67,66,70,68,68,65,67,61,47,71,23
67,28,67,59,27,45,62,60,30,56,64,82,87,55,34,80,56,33,73,32,60
69,22,77,39,35,69,65,62,28,64,64,53,55,63,46,68,67,24,80,37,69
71,29,71,37,52,60,71,59,32,71,70,29,28,74,59,67,79,64,74,37,68
63,28,63,65,45,40,64,67,59,59,66,77,67,60,51,62,57,46,39,48,34
66,30,66,63,40,67,62,52,61,57,63,39,35,69,58,68,87,49,73,42,63
65,25,66,58,45,54,61,71,47,47,71,88,94,60,57,88,54,49,47,46,19
61,29,61,59,56,52,58,61,54,50,61,73,72,58,59,58,62,57,60,54,39
61,21,74,62,38,49,56,64,63,52,57,73,60,57,30,59,52,31,69,55,60
64,21,75,64,38,39,56,63,22,51,62,84,84,55,43,72,56,30,56,24,62
75,30,75,50,37,78,70,39,38,43,68,54,41,71,58,77,80,38,79,47,76
58,20,68,55,55,55,60,60,50,61,58,67,67,55,53,59,50,58,55,60,59
58,24,63,43,52,45,63,58,44,60,58,64,63,57,59,71,63,56,68,50,56
67,29,67,66,63,28,69,70,59,66,66,69,64,64,61,67,55,60,26,64,20
63,21,75,42,64,60,54,61,44,41,62,77,71,62,63,73,67,56,53,56,32
66,18,80,60,33,65,68,61,42,44,65,72,67,68,53,57,60,36,66,50,70
70,26,70,53,32,72,60,63,30,53,60,62,67,62,63,69,82,38,75,43,70
72,23,77,46,74,76,62,61,28,35,70,49,71,65,80,71,89,63,60,60,38
64,32,64,59,39,62,56,58,38,46,62,62,63,62,69,74,72,47,77,26,59
65,21,78,68,41,47,52,64,38,44,60,77,79,63,48,62,41,42,60,41,63
64,22,75,58,62,60,60,62,46,50,66,78,82,63,62,70,61,49,48,56,26
68,27,71,54,25,69,59,48,17,52,65,77,83,62,48,75,78,35,65,43,65
61,25,63,60,29,45,54,60,55,50,57,77,77,45,52,84,62,43,56,44,57
63,20,77,55,61,55,64,67,50,50,65,76,75,60,66,60,59,60,55,55,25
62,18,79,57,55,54,55,67,43,50,62,77,75,54,60,64,43,47,38,63,45
71,28,72,31,34,71,64,40,28,65,47,63,66,68,50,75,74,48,85,48,69
64,18,77,44,47,58,65,55,34,56,58,70,68,62,60,82,75,46,70,48,66
70,34,70,41,28,70,71,34,58,60,63,57,60,65,73,62,72,49,68,47,73
67,24,73,34,67,72,65,69,50,55,67,64,63,65,69,70,78,63,53,57,14
66,22,75,55,67,66,57,64,29,49,65,70,75,66,69,66,75,56,60,63,18
66,27,69,66,29,64,66,63,40,47,64,52,67,66,49,73,66,32,63,45,68
70,28,70,39,30,70,62,45,39,52,58,64,72,69,46,64,77,31,75,42,73
60,19,75,53,43,54,66,68,49,62,67,66,64,55,53,44,39,40,61,47,59
76,25,81,27,23,76,64,39,33,58,49,76,81,68,56,71,94,27,88,38,77
61,23,68,43,44,52,64,60,42,62,63,66,68,59,56,67,55,52,54,47,60
71,22,80,50,30,61,68,58,20,64,59,60,63,70,49,75,76,27,67,47,74
66,23,73,58,66,66,59,62,48,53,64,70,66,65,62,67,70,59,46,55,36
69,23,75,65,72,37,67,73,39,48,69,81,79,56,66,64,58,57,36,64,43
61,19,76,52,50,57,67,62,45,64,59,62,61,63,64,61,49,47,51,47,55
72,31,72,41,32,60,66,50,49,62,62,34,38,62,68,88,92,45,87,38,75
69,22,77,36,70,72,64,66,32,48,68,54,66,70,68,61,82,66,60,66,25
65,22,75,65,32,40,61,50,33,55,55,80,83,57,53,80,68,40,68,31,63
71,28,73,53,18,74,69,62,26,65,62,45,63,68,67,65,83,33,74,40,71
66,22,74,60,23,64,60,60,32,51,60,70,72,59,59,77,85,38,59,41,65
60,21,73,44,36,59,62,58,41,68,64,62,66,53,59,55,56,52,65,48,58
60,21,74,48,53,42,65,64,47,58,66,70,65,56,45,74,57,46,46,50,53
61,19,76,51,43,58,68,60,46,67,65,63,65,60,63,55,40,50,64,52,57
62,18,78,55,52,45,72,65,49,72,69,66,60,60,63,45,34,45,42,63,51
69,19,82,44,73,64,66,76,40,51,71,76,77,69,65,69,63,64,48,64,14
72,30,72,52,23,74,68,54,23,64,61,63,64,65,52,56,75,41,76,49,71
66,21,76,64,45,46,64,65,31,58,61,84,82,61,50,72,50,47,49,40,59
66,23,71,58,70,79,58,58,64,48,55,54,58,60,70,50,71,58,56,65,25
60,21,70,40,41,57,65,62,43,63,65,69,67,58,58,68,60,45,60,47,59
61,17,79,57,39,32,68,64,63,66,69,75,67,53,49,57,44,59,39,46,49
60,16,78,42,55,41,62,57,52,60,62,66,64,59,60,52,40,63,69,34,60
63,25,66,55,46,57,55,54,42,51,57,66,67,57,52,84,82,43,62,46,61
63,22,74,58,37,51,62,65,34,59,63,79,76,61,51,59,56,39,59,48,62
70,34,70,37,74,62,66,65,46,41,70,57,55,70,80,69,81,64,67,71,17
66,24,73,60,31,57,58,64,43,53,60,70,66,62,32,70,76,28,71,42,70
61,24,66,40,35,49,70,61,43,62,65,64,62,58,51,62,66,46,59,53,60
63,19,72,57,58,46,66,67,53,64,66,66,74,57,51,55,47,51,50,48,50
72,24,75,72,63,39,72,80,58,67,78,83,74,62,70,45,35,61,32,55,20
66,21,75,62,66,65,63,72,55,47,67,73,75,57,68,62,71,57,52,68,18
61,20,74,45,44,39,67,62,42,62,66,70,66,64,48,65,47,36,44,50,51
70,22,77,34,22,68,66,52,36,57,58,66,67,73,49,65,75,37,72,48,74
71,22,78,46,21,67,71,55,27,66,67,67,72,69,45,69,73,26,64,33,75
65,18,82,64,26,48,61,66,28,57,61,79,79,64,23,73,66,45,68,39,60
64,20,74,51,31,68,66,54,39,63,63,67,69,60,51,55,65,36,67,43,64
65,28,65,60,48,53,62,54,35,60,58,65,64,56,45,86,69,31,49,46,62
64,22,72,61,64,44,60,71,48,51,68,84,70,54,65,76,34,62,72,62,19
63,21,73,60,34,57,60,62,53,44,61,78,76,56,44,58,45,47,74,42,59
65,30,65,37,25,63,60,43,47,57,54,54,60,64,49,67,71,39,65,59,64
65,21,78,60,56,48,62,65,40,56,61,84,80,57,51,83,56,39,64,52,23
71,24,79,48,38,71,64,61,39,53,62,53,63,68,57,55,78,41,72,42,74
64,29,64,31,64,64,59,62,50,40,62,69,69,61,66,68,68,63,50,70,37
67,25,69,34,41,67,60,44,30,57,57,66,74,61,55,73,83,46,69,39,66
60,20,76,55,58,46,62,63,51,57,61,69,73,55,57,67,56,52,60,51,40
64,27,64,61,66,53,59,60,51,53,65,78,73,54,63,63,47,62,55,60,37
64,34,64,61,64,70,67,65,39,63,67,40,35,55,69,67,81,63,29,62,35
66,21,75,57,70,69,70,70,55,52,72,70,66,63,63,58,33,66,34,66,21
63,26,66,48,38,65,61,54,47,58,58,66,65,62,56,66,81,48,66,52,64
63,27,63,66,59,40,61,65,70,48,64,75,70,50,65,59,50,50,43,57,21
65,20,78,45,66,63,58,61,51,44,63,75,74,62,68,64,72,62,63,64,24
66,23,75,53,66,64,59,72,35,38,68,79,77,58,69,62,73,57,57,57,28
66,32,66,60,22,59,59,58,35,56,62,65,67,63,44,74,70,39,79,28,65
63,26,63,66,33,48,65,64,42,63,72,71,72,55,51,64,71,39,73,53,48
67,30,67,65,61,55,65,70,63,55,67,71,70,63,67,53,30,62,36,43,25
65,22,73,51,51,39,74,74,45,67,74,72,68,64,54,69,68,47,34,44,33
69,26,72,43,29,70,67,57,28,60,65,62,64,67,40,74,78,30,73,29,71
63,19,77,58,55,42,66,73,57,60,72,68,64,57,72,51,44,46,51,63,43
66,28,66,59,32,51,62,65,39,34,62,69,60,61,49,69,75,44,59,40,70
64,21,76,45,43,39,68,60,42,68,66,63,60,66,53,74,65,55,61,39,52
60,20,74,49,46,48,69,63,47,68,60,62,67,51,67,67,58,45,49,56,61
66,22,75,56,38,58,60,55,31,52,58,68,69,61,57,72,78,41,62,34,70
65,22,72,60,59,37,67,71,38,65,68,78,83,52,51,62,75,48,49,48,38
69,30,69,30,33,68,50,39,78,35,56,44,50,56,79,68,89,65,63,77,72
65,22,72,63,38,60,61,59,30,60,65,76,74,55,45,62,59,43,67,41,66
65,28,65,35,73,69,57,67,67,57,61,71,74,57,59,63,70,65,53,69,18
62,20,75,52,50,53,65,62,47,67,67,63,53,60,65,57,46,56,61,60,57
61,19,74,44,37,51,71,64,34,57,63,74,73,57,53,72,42,42,57,46,53
64,24,70,59,51,57,60,61,33,43,61,71,74,62,61,68,64,43,54,41,63
62,22,71,57,60,41,62,63,63,60,67,69,72,52,64,63,57,57,54,41,45
70,23,76,44,37,72,66,54,32,60,63,70,63,71,46,79,74,33,71,39,74
65,21,80,56,54,39,59,72,45,52,67,83,80,60,64,53,52,50,51,57,29
66,24,69,67,65,58,64,70,38,42,64,77,80,60,68,51,68,55,73,46,19
63,24,66,57,53,52,52,63,35,39,60,93,93,52,56,67,57,53,58,52,35
70,34,70,56,28,66,56,40,12,40,65,73,79,72,57,84,67,14,67,38,74
62,22,67,58,49,43,66,58,54,60,63,68,72,60,55,64,66,44,44,42,50
65,18,83,65,63,41,56,72,47,50,67,79,76,51,69,53,37,50,38,62,27
64,22,72,62,62,54,56,69,61,48,67,81,80,52,68,55,45,65,39,63,33
59,19,68,56,51,50,52,59,35,46,61,76,74,51,60,60,63,46,50,47,56
68,24,73,39,29,71,62,45,47,57,58,70,65,50,55,69,76,40,73,37,71
69,24,74,39,72,72,59,58,33,51,67,67,68,67,72,67,72,68,46,55,30
65,22,76,56,63,41,68,69,51,64,74,66,65,56,63,64,54,52,52,56,35
64,29,64,31,65,64,58,56,39,43,62,66,69,60,65,82,81,57,72,65,25
63,23,71,50,37,60,71,60,45,66,67,60,61,60,54,58,57,36,64,57,63
68,30,68,50,38,71,65,51,21,62,55,66,54,63,53,67,76,25,73,26,70
65,34,65,54,46,70,63,56,57,61,60,33,31,62,54,58,90,55,60,49,69
63,22,71,48,39,53,62,56,41,58,60,55,66,62,56,67,74,44,71,43,63
60,24,61,53,52,46,58,57,69,50,59,91,91,51,70,59,47,65,53,61,25
72,37,72,57,75,85,70,62,50,63,77,31,32,77,75,31,68,62,70,74,26
70,28,70,42,72,70,64,68,50,50,72,55,68,65,72,52,84,54,70,56,34
68,29,68,49,33,74,60,42,36,59,50,64,63,60,64,75,78,43,76,53,69
77,31,77,60,26,77,66,56,36,60,64,50,43,78,48,73,90,29,82,44,78
60,37,60,54,62,65,55,58,42,51,61,49,51,60,62,33,70,59,68,61,44
70,21,80,63,71,21,75,72,75,70,73,57,62,63,69,58,67,76,35,68,13
63,20,72,47,53,46,70,64,48,68,71,67,67,62,56,56,56,46,48,48,62
63,36,63,65,60,47,65,66,65,61,64,46,47,61,62,52,61,62,62,66,33
68,22,74,63,35,52,60,54,38,47,61,87,87,61,33,79,68,35,62,41,63
70,22,81,48,75,72,64,67,41,43,69,66,69,64,70,68,79,56,38,66,26
69,22,78,68,65,34,67,72,55,55,70,78,67,66,60,73,30,63,33,54,25
61,27,61,57,56,38,59,62,48,54,60,76,78,55,62,67,66,59,43,52,42
62,20,73,55,35,60,66,57,35,64,64,64,65,58,60,67,73,35,60,32,63
60,22,68,50,60,45,56,64,30,48,59,83,89,54,57,71,61,50,54,49,40
62,21,74,56,55,36,62,64,75,61,67,64,63,59,56,68,57,58,38,42,57
66,24,73,45,65,70,59,66,35,42,66,73,69,60,64,65,80,60,68,66,21
74,29,75,31,39,73,64,48,27,51,56,63,67,69,48,73,81,37,74,31,76
67,19,83,55,57,41,65,80,70,62,72,86,74,58,61,59,59,59,51,39,31
59,18,75,48,48,42,62,58,48,55,61,60,65,58,52,64,44,51,52,48,58
65,19,75,62,60,51,64,69,44,59,67,81,77,55,62,51,46,52,50,62,37
65,25,68,62,60,43,61,62,45,50,65,90,90,57,59,67,49,53,47,29,52
67,25,69,58,69,67,63,63,51,60,65,65,69,65,67,67,82,59,25,61,26
70,25,74,50,75,67,56,72,58,33,70,80,79,70,72,77,71,54,28,82,18
65,20,75,65,53,31,68,69,68,68,68,73,75,66,51,66,31,57,65,52,20
63,17,81,64,54,49,70,67,58,69,68,55,65,58,57,36,43,43,54,54,54
65,19,80,61,60,58,60,68,61,47,66,81,81,61,64,58,51,60,42,50,29
63,21,73,56,42,48,66,52,46,59,65,70,72,54,55,72,62,45,59,45,64
66,24,72,29,26,66,63,55,63,53,64,49,51,68,67,77,81,68,66,47,65
